geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000153443,16,30.36333333,"[29.2, 32.79, 29.1]",0,27.64666667,"[19.54, 38.36, 25.04]",33.33333333,64.7,UBALD1,,,,,,,,,,",19.54",,
ENSG00000154102,16,33.06,"[32.57, 33.89, 32.72]",0,28.56333333,"[31.35, 15.57, 38.77]",33.33333333,53.1,C16orf74,,,,,,,,,,",15.57",,
ENSG00000154429,1,32.37333333,"[34.95, 33.51, 28.66]",0,55.96333333,"[66.28, 91.53, 10.08]",33.33333333,43.59,CCSAP,616762,"CCSAP, CSAP, C1orf96","Centriole-, cilia-, and spindle-associated protein",CCSAP,126731,ENSG00000154429,,,,",10.08",,
ENSG00000155714,16,32.31,"[33.83, 33.21, 29.89]",0,43.64,"[64.08, 51.08, 15.76]",33.33333333,44.64,PDZD9,,,,,,,,,,",15.76",,
ENSG00000157423,16,24.37647059,"[32.78, 34.36, 24.13, 7.05, 17.39, 23.72, 24.15, 24.34, 20.71, 31.51, 15.15, 22.05, 29.48, 20.39, 33.72, 26.77, 12.44, 29.93, 31.15, 19.24, 31.15, 18.87, 29.33, 25.29, 25.75, 21.16, 22.35, 32.41, 30.75, 7.21, 39.29, 31.39, 24.34, 35.12, 4.66, 13.12, 24.37, 26.41, 29.59, 18.4, 29.71, 8.73, 32.06, 33.44, 33.52, 19.39, 28.84, 23.17, 24.19, 17.69, 23.85, 10.56, 40.79, 29.17, 21.62, 14.74, 29.83, 30.11, 28.33, 4.07, 4.61, 39.88, 28.28, 8.35, 30.11, 9.03, 20.0, 23.55, 16.77, 28.54, 30.94, 31.57, 30.17, 25.71, 11.32, 30.4, 26.96, 31.34, 17.62, 26.01, 14.86, 33.36, 33.0, 31.91, 32.48]",27.05882353,34.14682353,"[88.3, 93.83, 50.55, 0.24, 7.18, 18.08, 33.58, 44.53, 4.78, 69.78, 11.14, 18.72, 42.31, 40.57, 69.16, 34.71, 13.81, 51.84, 48.58, 20.51, 69.46, 33.42, 27.5, 31.15, 29.94, 35.62, 45.54, 63.98, 10.28, 0.68, 64.63, 31.0, 30.62, 67.43, 1.57, 15.45, 13.16, 21.06, 55.93, 6.13, 49.61, 8.67, 46.39, 49.47, 49.09, 38.57, 42.88, 25.6, 17.62, 17.77, 28.73, 1.64, 70.03, 31.73, 12.35, 2.79, 67.32, 50.27, 22.59, 0.48, 1.4, 72.24, 44.24, 1.84, 48.38, 1.06, 22.36, 24.05, 6.85, 20.4, 45.54, 51.52, 70.8, 26.73, 2.85, 43.3, 21.29, 40.78, 10.04, 15.51, 19.98, 76.64, 59.26, 63.37, 61.7]",32.94117647,41.08,HYDIN,610812,"HYDIN, HYDIN1, CILD5","Hydin, mouse, homolog of",HYDIN,54768,ENSG00000157423,duplicated copy on 1q21.1,"Ciliary dyskinesia, primary, 5, 608647 (3), Autosomal recessive",",7.05,17.39,15.15,12.44,19.24,18.87,7.21,4.66,13.12,18.4,8.73,19.39,17.69,10.56,14.74,4.07,4.61,8.35,9.03,16.77,11.32,17.62,14.86",",0.24,7.18,18.08,4.78,11.14,18.72,13.81,10.28,0.68,1.57,15.45,13.16,6.13,8.67,17.62,17.77,1.64,12.35,2.79,0.48,1.4,1.84,1.06,6.85,2.85,10.04,15.51,19.98",,
ENSG00000158156,1,33.65333333,"[32.86, 34.68, 33.42]",0,46.25666667,"[19.33, 40.35, 79.09]",33.33333333,55.55,XKR8,,,,,,,,,,",19.33",,
ENSG00000159958,22,30.27,"[31.02, 31.66, 28.13]",0,40.87333333,"[72.38, 42.09, 8.15]",33.33333333,67.55,TNFRSF13C,606269,"TNFRSF13C, BAFFR, CVID4","Tumor necrosis factor receptor superfamily, member 13C",TNFRSF13C,115650,ENSG00000159958,,"Immunodeficiency, common variable, 4, 613494 (3), Autosomal recessive",,",8.15",,
ENSG00000160973,8,34.08666667,"[35.28, 34.75, 32.23]",0,47.79333333,"[60.6, 70.94, 11.84]",33.33333333,64.43,FOXH1,603621,FAST1,"Forkhead activin signal transducer 1, Xenopus, homolog of",FOXH1,8928,ENSG00000160973,,,,",11.84",,
ENSG00000160999,7,31.322,"[34.31, 29.33, 34.42, 32.82, 32.93, 30.04, 27.56, 33.8, 33.71, 24.3]",0,33.872,"[38.65, 14.36, 56.03, 76.37, 27.52, 19.28, 3.23, 32.66, 67.92, 2.7]",40,57.29,SH2B2,605300,APS,Adaptor protein containing PH and SH2 domains,SH2B2,10603,ENSG00000160999,,,,",14.36,19.28,3.23,2.7",,
ENSG00000161055,5,32.72333333,"[32.72, 33.41, 32.04]",0,30.77666667,"[47.97, 44.14, 0.22]",33.33333333,73.16,SCGB3A1,606500,"SCGB3A1, HIN1","Secretoglobin, family 3A, member 1",SCGB3A1,92304,ENSG00000161055,,,,",0.22",,
ENSG00000162344,11,31.52666667,"[33.89, 31.76, 28.93]",0,37.22,"[75.32, 35.25, 1.09]",33.33333333,54.8,FGF19,603891,FGF19,Fibroblast growth factor 19,FGF19,9965,ENSG00000162344,,,,",1.09",,
ENSG00000162367,1,30.57666667,"[30.59, 32.17, 28.97]",0,45.69,"[50.16, 74.99, 11.92]",33.33333333,53.17,TAL1,187040,"TAL1, TCL5, SCL",T-cell acute lymphocytic leukemia-1,TAL1,6886,ENSG00000162367,proximal to MYCL1,"Leukemia, T-cell acute lymphocytic, somatic, 613065 (3)",,",11.92",,
ENSG00000162456,1,33.04666667,"[33.32, 31.66, 34.16]",0,40.73,"[19.11, 42.05, 61.03]",33.33333333,56.75,KNCN,611455,"KNCN, KINO, L5",Kinocilin,KNCN,148930,ENSG00000162456,,,,",19.11",,
ENSG00000163348,1,33.3,"[33.62, 32.62, 33.66]",0,38.89333333,"[44.16, 67.42, 5.1]",33.33333333,54.77,PYGO2,606903,PYGO2,"Pygopus, Drosophila, homolog of, 2",PYGO2,90780,ENSG00000163348,,,,",5.1",,
ENSG00000163623,4,31.24333333,"[31.6, 33.75, 28.38]",0,53.18666667,"[77.94, 76.34, 5.28]",33.33333333,52.41,NKX6-1,602563,"NKX6-1, NKX6A","NK6, Drosophila, homolog of, 1",NKX6-1,4825,ENSG00000163623,,,,",5.28",,
ENSG00000164241,5,33.56666667,"[32.63, 32.13, 35.94]",0,25.18666667,"[28.52, 13.35, 33.69]",33.33333333,39.03,C5orf63,,,,,,,,,,",13.35",,
ENSG00000164713,7,30.70333333,"[24.78, 32.84, 34.49]",0,48.17,"[2.13, 66.38, 76.0]",33.33333333,52.09,BRI3,615628,BRI3,Brain protein I3,BRI3,25798,ENSG00000164713,,,,",2.13",,
ENSG00000164871,8,24.02333333,"[36.74, 32.83, 2.5]",33.33333333,46.81,"[67.73, 71.02, 1.68]",33.33333333,44.76,SPAG11B,606560,"SPAG11, HE2, EP2",Sperm-associated antigen 11,SPAG11B,10407,ENSG00000164871,,,",2.5",",1.68",,
ENSG00000166073,15,32.00333333,"[33.31, 31.72, 30.98]",0,53.3,"[80.61, 66.27, 13.02]",33.33333333,40.8,GPR176,612183,GPR176,G protein-coupled receptor 176,GPR176,11245,ENSG00000166073,,,,",13.02",,
ENSG00000166159,12,33.50333333,"[32.75, 34.04, 33.72]",0,50.88666667,"[15.38, 79.41, 57.87]",33.33333333,57.8,LRTM2,,,,,,,,,,",15.38",,
ENSG00000166173,15,30.83333333,"[32.68, 33.87, 25.95]",0,52.27,"[53.82, 93.33, 9.66]",33.33333333,44.57,LARP6,611300,"LARP6, ACHN","La ribonucleoprotein domain family, member 6",LARP6,55323,ENSG00000166173,,,,",9.66",,
ENSG00000166664,15,16.68625,"[5.61, 39.33, 25.85, 11.92, 25.48, 11.04, 3.57, 10.69]",62.5,27.66125,"[4.6, 68.92, 33.51, 35.37, 55.53, 1.46, 0.0, 21.9]",37.5,44.32,CHRFAM7A,,,,,,,,,",5.61,11.92,11.04,3.57,10.69",",4.6,1.46,0",,
ENSG00000167136,9,31.88,"[28.02, 33.04, 34.58]",0,39.97333333,"[7.13, 52.46, 60.33]",33.33333333,61.54,ENDOG,600440,ENDOG,Endonuclease G,ENDOG,2021,ENSG00000167136,,,,",7.13",,
ENSG00000167487,19,33.09333333,"[30.71, 33.52, 35.05]",0,41.48,"[3.8, 57.58, 63.06]",33.33333333,56.97,KLHL26,,,,,,,,,,",3.8",,
ENSG00000167523,16,32.01,"[27.75, 34.58, 33.7]",0,56.53666667,"[9.27, 70.5, 89.84]",33.33333333,52.07,SPATA33,615409,"SPATA33, C16orf55",Spermatogenesis-associated protein 33,SPATA33,124045,ENSG00000167523,,,,",9.27",,
ENSG00000167705,17,31.26625,"[33.9, 30.18, 33.05, 34.78, 28.89, 25.1, 30.54, 33.69]",0,37.795,"[57.79, 29.83, 83.7, 52.44, 14.46, 19.35, 12.07, 32.72]",37.5,64.33,RILP,607848,RILP,RAB-interacting lysosomal protein,RILP,83547,ENSG00000167705,,,,",14.46,19.35,12.07",,
ENSG00000168159,1,28.51333333,"[22.93, 29.33, 33.28]",0,25.08333333,"[1.72, 35.78, 37.75]",33.33333333,56.59,RNF187,613754,"RNF186, RACO1",Ring finger protein 187,RNF187,149603,ENSG00000168159,,,,",1.72",,
ENSG00000168246,5,30.85666667,"[34.44, 33.72, 24.41]",0,57.77,"[79.08, 90.19, 4.04]",33.33333333,41.41,UBTD2,610174,"UBTD2, DCUBP, MGC30022",Ubiquitin domain-containing protein 2,UBTD2,92181,ENSG00000168246,,,,",4.04",,
ENSG00000168350,14,33.55333333,"[32.51, 37.0, 31.15]",0,44.77333333,"[64.53, 55.06, 14.73]",33.33333333,60.14,DEGS2,610862,"DEGS2, DES2","Delta(4)-desaturase, sphingolipid, 2",DEGS2,123099,ENSG00000168350,,,,",14.73",,
ENSG00000168546,8,31.7,"[33.0, 34.41, 34.16, 32.2, 34.85, 33.84, 27.64, 27.6, 27.6]",0,30.82333333,"[39.76, 47.56, 30.45, 44.92, 37.8, 76.92, 0.0, 0.0, 0.0]",33.33333333,52.15,GFRA2,601956,"GFRA2, GDNFRB",GDNF family receptor alpha-2,GFRA2,2675,ENSG00000168546,,,,",0,0,0",,
ENSG00000168614,1,22.664,"[28.64, 28.99, 29.01, 21.84, 34.46, 14.59, 26.29, 35.71, 19.32, 15.06, 27.1, 12.83, 3.84, 1.88, 40.4]",40,44.83133333,"[51.03, 19.02, 70.51, 50.8, 93.52, 52.72, 72.38, 25.05, 14.1, 39.47, 76.01, 13.53, 0.68, 2.28, 91.37]",33.33333333,43.53,NBPF9,,,,,,,,,",14.59,19.32,15.06,12.83,3.84,1.88",",19.02,14.1,13.53,0.68,2.28",,
ENSG00000168899,2,32.56,"[31.64, 33.45, 32.59]",0,57.23,"[0.96, 79.79, 90.94]",33.33333333,52.25,VAMP5,607029,VAMP5,Vesicle-associated membrane protein 5 (myobrevin),VAMP5,10791,ENSG00000168899,,,,",0.96",,
ENSG00000169964,3,30.85333333,"[27.24, 32.73, 32.59]",0,57.13333333,"[5.28, 89.79, 76.33]",33.33333333,52.21,TMEM42,,,,,,,,,,",5.28",,
ENSG00000171596,2,33.12,"[32.79, 35.08, 31.49]",0,49.11,"[64.27, 67.56, 15.5]",33.33333333,55.96,NMUR1,604153,"NMUR1, GPR66, FM3",Neuromedin U receptor 1,NMUR1,10316,ENSG00000171596,,,,",15.5",,
ENSG00000172116,2,29.385,"[33.56, 30.32, 28.81, 23.78, 32.4, 27.44]",0,40.91,"[71.76, 38.04, 29.48, 18.75, 84.97, 2.46]",33.33333333,46.84,CD8B,186730,"CD8B1, CD8B","CD8 antigen, beta polypeptide 1 (p37)",CD8B,926,ENSG00000172116,"pseudogene, CD8B2, on 2q12",,,",18.75,2.46",,
ENSG00000172346,22,33.1,"[31.24, 33.26, 34.8]",0,43.2,"[11.55, 63.98, 54.07]",33.33333333,55.8,CSDC2,617689,"CSDC2, PIPPIN",Cold-shock domain-containing protein C2,CSDC2,27254,ENSG00000172346,,,,",11.55",,
ENSG00000172366,16,30.236,"[27.66, 27.58, 33.05, 29.9, 32.99]",0,30.924,"[2.87, 3.82, 65.36, 47.71, 34.86]",40,63.18,FAM195A,,,,,,,,,,",2.87,3.82",,
ENSG00000172425,11,33.03333333,"[34.1, 34.31, 30.69]",0,49.97666667,"[80.84, 52.43, 16.66]",33.33333333,53.95,TTC36,,,,,,,,,,",16.66",,
ENSG00000172650,10,23.185,"[22.48, 14.86, 13.46, 18.97, 24.81, 27.5, 29.68, 33.72]",37.5,31.395,"[27.63, 15.32, 1.66, 9.88, 39.42, 20.2, 43.26, 93.79]",37.5,41.99,AGAP5,,,,,,,,,",14.86,13.46,18.97",",15.32,1.66,9.88",,
ENSG00000172785,9,22.57333333,"[33.07, 24.82, 13.43, 22.32, 13.91, 21.59, 16.37, 31.7, 25.08, 24.32, 26.94, 32.14, 17.77, 18.21, 16.93]",40,32.716,"[80.88, 22.89, 5.01, 2.96, 7.56, 29.62, 3.04, 62.83, 21.87, 24.16, 65.12, 82.53, 28.84, 12.56, 40.87]",33.33333333,36.5,CBWD1,611078,CBWD1,Cobalamin synthetase W domain-containing protein 1,CBWD1,55871,ENSG00000172785,,,",13.43,13.91,16.37,17.77,18.21,16.93",",5.01,2.96,7.56,3.04,12.56",,
ENSG00000172967,22,26.82333333,"[13.55, 32.83, 34.09]",33.33333333,57.17333333,"[18.57, 85.59, 67.36]",33.33333333,35.87,XKR3,611674,"XKR3, XTES, XRG3","X Kell blood group precursor-related family, member 3",XKR3,150165,ENSG00000172967,,,",13.55",",18.57",,
ENSG00000173253,9,32.7,"[30.74, 33.48, 33.88]",0,53.55333333,"[9.63, 62.89, 88.14]",33.33333333,47.9,DMRT2,604935,DMRT2,Double sex and mab-3-related transcription factor-2,DMRT2,10655,ENSG00000173253,,,,",9.63",,
ENSG00000173272,2,29.95,"[32.51, 27.98, 29.36]",0,38.05,"[71.85, 23.65, 18.65]",33.33333333,51.73,MZT2A,613449,"FAM128A, MOZART2A","Family with sequence similarity 128, member A",MZT2A,653784,ENSG00000173272,,,,",18.65",,
ENSG00000173334,8,32.74,"[31.32, 34.23, 32.67]",0,60.54,"[3.88, 90.3, 87.44]",33.33333333,51.37,TRIB1,609461,"TRIB1, TRB1, SKIP1, C8FW","Tribbles, Drosophila, homolog of, 1",TRIB1,10221,ENSG00000173334,,,,",3.88",,
ENSG00000173673,1,29.23333333,"[26.91, 32.02, 28.77]",0,53.81,"[77.06, 70.24, 14.13]",33.33333333,65.97,HES3,609971,HES3,"Hairy/enhancer of split, Drosophila, homolog of, 3",HES3,390992,ENSG00000173673,,,,",14.13",,
ENSG00000173988,13,32.66444444,"[33.42, 34.1, 33.82, 33.81, 33.23, 33.62, 33.76, 34.43, 23.79]",0,20.09666667,"[25.48, 33.57, 28.78, 28.89, 9.55, 21.63, 5.96, 25.28, 1.73]",33.33333333,36.65,LRRC63,,,,,,,,,,",9.55,5.96,1.73",,
ENSG00000174279,2,29.57666667,"[21.9, 32.96, 33.87]",0,42.16333333,"[17.55, 30.21, 78.73]",33.33333333,53.4,EVX2,142991,EVX2,Even-skipped homeo box-2,EVX2,344191,ENSG00000174279,13kb 5' to HOX4I,,,",17.55",,
ENSG00000174521,19,32.73666667,"[33.27, 34.6, 30.34]",0,49.96666667,"[70.63, 62.33, 16.94]",33.33333333,63.92,TTC9B,,,,,,,,,,",16.94",,
ENSG00000175505,11,32.66,"[35.28, 34.99, 27.71]",0,52.83666667,"[66.7, 84.36, 7.45]",33.33333333,60.06,CLCF1,607672,"CLCF1, BSF3, CLC, CISS2",Cardiotrophin-like cytokine,CLCF1,23529,ENSG00000175505,,"Cold-induced sweating syndrome 2, 610313 (3), Autosomal recessive",,",7.45",,
ENSG00000175728,11,32.03333333,"[33.86, 30.88, 31.36]",0,22.29333333,"[33.03, 22.58, 11.27]",33.33333333,41.34,C11orf44,,,,,,,,,,",11.27",,
ENSG00000176273,10,32.89666667,"[30.16, 34.48, 34.05]",0,47.32333333,"[9.53, 57.96, 74.48]",33.33333333,40.3,SLC35G1,617167,"SLC35G1, POST, TMEM20, C10orf60","Solute carrier family 35, member G1",SLC35G1,159371,ENSG00000176273,,,,",9.53",,
ENSG00000176809,17,26.23666667,"[32.62, 32.54, 30.7, 32.41, 33.43, 30.06, 32.87, 19.95, 18.98, 9.27, 21.77, 20.24]",25,47.56666667,"[90.07, 79.71, 62.45, 96.34, 83.54, 63.71, 62.85, 0.0, 0.01, 0.27, 0.02, 31.83]",33.33333333,42.46,LRRC37A3,616557,LRRC37A3,Leucine-rich repeat-containing protein 37A3,LRRC37A3,374819,ENSG00000176809,,,",19.95,18.98,9.27",",0,0.01,0.27,0.02",,
ENSG00000177238,16,32.00833333,"[33.89, 32.94, 33.55, 33.47, 26.62, 31.58]",0,47.81333333,"[16.67, 42.83, 64.02, 85.62, 58.99, 18.75]",33.33333333,57.7,TRIM72,613288,"TRIM72, MG53",Tripartite motif-containing protein 72,TRIM72,493829,ENSG00000177238,,,,",16.67,18.75",,
ENSG00000177556,5,32.83,"[33.87, 32.59, 32.03]",0,43.56666667,"[74.73, 42.23, 13.74]",33.33333333,46.3,ATOX1,602270,"ATOX1, HAH1","Antioxidant protein 1 (ATX, yeast, homolog of)",ATOX1,475,ENSG00000177556,,,,",13.74",,
ENSG00000177679,7,29.18142857,"[32.02, 32.11, 29.77, 23.66, 31.63, 24.38, 31.25, 33.17, 31.27, 31.19, 20.19, 26.57, 28.42, 32.91]",0,31.67785714,"[22.3, 54.88, 41.71, 16.31, 31.24, 38.42, 60.07, 52.54, 49.72, 11.93, 1.64, 8.89, 9.89, 43.95]",35.71428571,52.93,SRRM3,,,,,,,,,,",16.31,11.93,1.64,8.89,9.89",,
ENSG00000177989,22,32.785,"[33.67, 33.47, 34.05, 32.33, 30.53, 32.66]",0,32.14833333,"[35.98, 38.43, 55.17, 50.74, 4.28, 8.29]",33.33333333,71.23,ODF3B,,,,,,,,,,",4.28,8.29",,
ENSG00000178233,6,27.82666667,"[18.1, 33.22, 32.16]",33.33333333,21.3,"[0.24, 42.55, 21.11]",33.33333333,54.71,TMEM151B,,,,,,,,,",18.1",",0.24",,
ENSG00000178896,8,33.91666667,"[33.15, 34.41, 34.19]",0,62.38333333,"[15.88, 86.61, 84.66]",33.33333333,58.65,EXOSC4,606491,"EXOSC4, RRP41",Exosome component 4,EXOSC4,54512,ENSG00000178896,,,,",15.88",,
ENSG00000180767,3,30.88,"[29.63, 32.54, 30.47]",0,29.27,"[0.73, 65.54, 21.54]",33.33333333,54.4,CHST13,610124,"CHST13, C4ST3",Carbohydrate sulfotransferase 13,CHST13,166012,ENSG00000180767,,,,",0.73",,
ENSG00000180834,3,31.64,"[34.12, 33.21, 27.59]",0,38.28,"[36.4, 72.98, 5.46]",33.33333333,54.58,MAP6D1,610593,"MAPO6D1, SL21",MAP6 domain-containing protein 1,MAP6D1,79929,ENSG00000180834,,,,",5.46",,
ENSG00000181873,1,32.56333333,"[33.02, 30.91, 33.76]",0,41.05,"[14.75, 36.26, 72.14]",33.33333333,54.59,IBA57,615316,"IBA57, C1orf69, MMDS3, SPG74","IBA57, S. cerevisiae, homolog of",IBA57,200205,ENSG00000181873,,"Multiple mitochondrial dysfunctions syndrome 3, 615330 (3), Autosomal recessive; ?Spastic paraplegia 74, autosomal recessive, 616451 (3), Autosomal recessive",,",14.75",,
ENSG00000182177,2,30.865,"[34.57, 31.51, 23.88, 28.05, 33.23, 33.95]",0,44.93,"[45.71, 51.24, 6.66, 8.46, 81.27, 76.24]",33.33333333,45.98,ASB18,,,,,,,,,,",6.66,8.46",,
ENSG00000182218,14,32.05777778,"[31.96, 34.78, 31.14, 30.33, 32.95, 34.38, 31.84, 33.99, 27.15]",0,44.75111111,"[5.9, 69.23, 67.79, 15.46, 68.45, 49.64, 74.11, 40.0, 12.18]",33.33333333,54.85,HHIPL1,,,,,,,,,,",5.9,15.46,12.18",,
ENSG00000182230,5,21.59526316,"[7.54, 9.35, 14.37, 2.75, 20.95, 24.94, 11.33, 33.81, 38.95, 31.16, 41.44, 34.64, 12.54, 38.22, 29.82, 21.26, 6.33, 12.9, 18.01]",47.36842105,40.19526316,"[3.19, 31.53, 50.45, 1.19, 32.46, 27.11, 42.35, 71.81, 90.5, 71.73, 98.77, 63.88, 4.74, 87.29, 42.41, 10.62, 0.97, 14.39, 18.32]",36.84210526,44.41,FAM153B,,,,,,,,,",7.54,9.35,14.37,2.75,11.33,12.54,6.33,12.9,18.01",",3.19,1.19,4.74,10.62,0.97,14.39,18.32",,
ENSG00000182253,15,32.58,"[26.19, 32.24, 34.81, 35.87, 33.79]",0,41.406,"[19.98, 15.86, 60.62, 30.99, 79.58]",40,49.91,SYNM,606087,DMN,Desmuslin,SYNM,23336,ENSG00000182253,,,,",19.98,15.86",,
ENSG00000183248,19,31.8,"[32.6, 28.27, 33.77, 33.1, 31.26]",0,23.424,"[15.31, 18.82, 29.32, 26.28, 27.39]",40,67.84,CTD-3193O13.9,,,,,,,,,,",15.31,18.82",,
ENSG00000183250,21,33.80333333,"[33.7, 33.38, 34.33]",0,22.03666667,"[24.13, 15.12, 26.86]",33.33333333,54.3,C21orf67,,,,,,,,,,",15.12",,
ENSG00000183578,15,30.82333333,"[33.66, 25.49, 33.32]",0,52.6,"[69.76, 9.83, 78.21]",33.33333333,44.72,TNFAIP8L3,616438,"TNFAIP8L3, TIPE3",Tumor necrosis factor-alpha-induced protein 8-like 3,TNFAIP8L3,388121,ENSG00000183578,,,,",9.83",,
ENSG00000183977,3,34.10333333,"[34.63, 34.5, 33.18]",0,27.21333333,"[34.82, 27.47, 19.35]",33.33333333,39.89,PP2D1,,,,,,,,,,",19.35",,
ENSG00000184227,14,20.53333333,"[24.01, 21.87, 15.72]",33.33333333,42.36,"[18.73, 64.0, 44.35]",33.33333333,49.47,ACOT1,614313,ACOT1,Acyl-CoA thioesterase 1,ACOT1,641371,ENSG00000184227,,,",15.72",",18.73",,
ENSG00000184545,11,32.07,"[25.08, 36.12, 29.62, 33.82, 33.48, 34.3]",0,52.75833333,"[7.54, 75.53, 81.45, 55.87, 16.51, 79.65]",33.33333333,64.11,DUSP8,602038,"DUSP8, HVH8",Dual specificity phosphatase-8,DUSP8,1850,ENSG00000184545,pseudogene on 10q11.2,,,",7.54,16.51",,
ENSG00000184608,8,34.61,"[33.79, 34.0, 36.04]",0,29.59,"[38.44, 16.64, 33.69]",33.33333333,44.15,C8orf12,,,,,,,,,,",16.64",,
ENSG00000184992,12,29.18666667,"[21.59, 32.64, 33.33]",0,54.23333333,"[6.12, 83.58, 73.0]",33.33333333,48.32,BRI3BP,615627,BRI3BP,BRI3-binding protein,BRI3BP,140707,ENSG00000184992,,,,",6.12",,
ENSG00000185262,17,27.31,"[21.55, 30.01, 30.37]",0,32.78,"[19.87, 45.65, 32.82]",33.33333333,58.44,UBALD2,,,,,,,,,,",19.87",,
ENSG00000185716,16,32.66,"[27.2, 36.57, 34.21]",0,33.98,"[31.29, 52.71, 17.94]",33.33333333,39.3,C16orf52,,,,,,,,,,",17.94",,
ENSG00000185818,4,27.89666667,"[19.88, 31.87, 31.94]",33.33333333,40.99,"[6.32, 53.76, 62.89]",33.33333333,66.04,NAT8L,610647,"NAT8L, CML3, NACED",N-acetyltransferase 8-like,NAT8L,339983,ENSG00000185818,mutation identified in 1 patient,"?N-acetylaspartate deficiency, 614063 (3), Autosomal recessive",",19.88",",6.32",,
ENSG00000185988,19,31.85555556,"[27.81, 33.57, 29.36, 29.78, 34.14, 33.57, 33.94, 31.28, 33.25]",0,28.77444444,"[16.88, 38.75, 34.18, 12.12, 36.93, 35.74, 17.63, 42.71, 24.03]",33.33333333,60.56,PLK5,,,,,,,,,,",16.88,12.12,17.63",,
ENSG00000186193,9,33.22833333,"[34.18, 33.86, 35.05, 35.46, 35.15, 25.67]",0,34.83833333,"[54.38, 39.55, 16.64, 57.98, 35.21, 5.27]",33.33333333,63.64,SAPCD2,612057,"SAPCD2, C9orf140, P42.3",Suppressor APC domain-containing protein 2,SAPCD2,89958,ENSG00000186193,,,,",16.64,5.27",,
ENSG00000186281,2,22.07714286,"[33.41, 33.81, 34.82, 35.76, 36.73, 33.93, 30.5, 34.3, 32.51, 30.45, 34.92, 29.85, 1.29, 0.98, 0.97, 1.66, 10.85, 2.76, 0.9, 21.87, 21.35]",33.33333333,39.56333333,"[32.67, 92.92, 77.21, 45.21, 72.89, 44.72, 33.01, 90.1, 91.63, 21.04, 71.79, 42.73, 1.36, 0.2, 0.01, 0.46, 5.84, 3.96, 0.25, 59.7, 43.13]",33.33333333,55.41,GPAT2,616431,GPAT2,"Glycerol-3-phosphate acyltransferase 2, mitochondrial",GPAT2,150763,ENSG00000186281,,,",1.29,0.98,0.97,1.66,10.85,2.76,0.9",",1.36,0.2,0.01,0.46,5.84,3.96,0.25",,
ENSG00000186367,5,33.60333333,"[34.32, 33.31, 33.18]",0,25.38333333,"[25.88, 43.05, 7.22]",33.33333333,35.76,KIAA1024L,,,,,,,,,,",7.22",,
ENSG00000186895,11,32.07666667,"[33.42, 32.9, 29.91]",0,50.42666667,"[39.48, 92.69, 19.11]",33.33333333,60.94,FGF3,164950,"FGF3, INT2",Fibroblast growth factor-3 (oncogene INT2),FGF3,2248,ENSG00000186895,35kb 5' to HST1,"Deafness, congenital with inner ear agenesis, microtia, and microdontia, 610706 (3), Autosomal recessive",,",19.11",,
ENSG00000186907,11,30.45666667,"[27.9, 32.99, 30.48]",0,42.08,"[10.36, 87.25, 28.63]",33.33333333,54.59,RTN4RL2,610462,"RTN4RL2, NGRH1, NGR2",Reticulon 4 receptor-like 2,RTN4RL2,349667,ENSG00000186907,,,,",10.36",,
ENSG00000187186,9,30.47333333,"[31.38, 30.61, 29.43]",0,27.69333333,"[6.9, 36.57, 39.61]",33.33333333,61.23,RP11-195F19.5,,,,,,,,,,",6.9",,
ENSG00000187545,1,15.42,"[6.88, 21.68, 17.7]",66.66666667,34.20666667,"[15.79, 47.46, 39.37]",33.33333333,47.87,PRAMEF10,,,,,,,,,",6.88,17.7",",15.79",,
ENSG00000187550,19,33.01666667,"[33.33, 33.15, 32.57]",0,39.88666667,"[16.91, 71.02, 31.73]",33.33333333,57.36,SBK2,,,,,,,,,,",16.91",,
ENSG00000187833,2,28.91333333,"[18.6, 34.78, 33.36]",33.33333333,49.29,"[6.35, 68.36, 73.16]",33.33333333,42.94,C2orf78,,,,,,,,,",18.6",",6.35",,
ENSG00000187840,8,31.47666667,"[29.33, 33.49, 31.61]",0,49.63,"[11.02, 67.77, 70.1]",33.33333333,49.34,EIF4EBP1,602223,"EIF4EBP1, 4EBP1",Eukaryotic translation initiation factor-4E binding protein-1,EIF4EBP1,1978,ENSG00000187840,,,,",11.02",,
ENSG00000187867,19,31.84333333,"[32.59, 32.66, 33.61, 33.58, 26.98, 31.64]",0,28.12,"[38.89, 33.54, 31.19, 35.76, 19.66, 9.68]",33.33333333,59.5,PALM3,,,,,,,,,,",19.66,9.68",,
ENSG00000188032,19,32.96,"[32.4, 32.82, 32.15, 32.78, 33.76, 33.85]",0,23.49333333,"[16.58, 22.6, 28.88, 33.22, 7.12, 32.56]",33.33333333,55.98,C19orf67,,,,,,,,,,",16.58,7.12",,
ENSG00000188051,19,30.95,"[33.26, 33.74, 25.85]",0,17.55666667,"[20.16, 27.99, 4.52]",33.33333333,50.53,TMEM221,,,,,,,,,,",4.52",,
