geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000179862,1,22.94,[22.94],0,6,[6.0],100,73.72,CITED4,606815,CITED4,"CBP/P300-interacting transactivator, with glu/asp-rich carboxy terminal domain, 4",CITED4,163732,ENSG00000179862,,,,",6",,
ENSG00000179938,15,11.43684211,"[1.84, 11.74, 4.95, 3.35, 3.77, 3.9, 4.9, 8.04, 17.1, 15.65, 9.17, 17.75, 14.56, 20.24, 18.92, 17.93, 10.82, 17.1, 15.57]",94.73684211,13.84105263,"[0.71, 20.12, 1.06, 0.18, 0.06, 0.54, 1.83, 4.55, 16.05, 37.04, 8.37, 23.81, 19.41, 21.74, 41.77, 23.25, 17.08, 19.11, 6.3]",68.42105263,53.15,GOLGA8J,,,,,,,,,",1.84,11.74,4.95,3.35,3.77,3.9,4.9,8.04,17.1,15.65,9.17,17.75,14.56,18.92,17.93,10.82,17.1,15.57",",0.71,1.06,0.18,0.06,0.54,1.83,4.55,16.05,8.37,19.41,17.08,19.11,6.3",,
ENSG00000179965,16,30.415,"[29.09, 31.74]",0,32.835,"[56.63, 9.04]",50,51.6,ZNF771,,,,,,,,,,",9.04",,
ENSG00000180044,3,29.12,[29.12],0,10.86,[10.86],100,50.72,C3orf80,,,,,,,,,,",10.86",,
ENSG00000180185,16,34.635,"[34.89, 34.38]",0,41.565,"[75.44, 7.69]",50,45.43,FAHD1,616320,"FAHD1, FLJ36880",Fumarylacetoacetate hydrolase domain-containing protein 1,FAHD1,81889,ENSG00000180185,,,,",7.69",,
ENSG00000180190,8,33.395,"[35.21, 34.45, 34.57, 29.35]",0,31.505,"[13.12, 50.56, 60.11, 2.23]",50,42.86,TDRP,,,,,,,,,,",13.12,2.23",,
ENSG00000180574,12,33.175,"[33.8, 32.55]",0,57.575,"[95.71, 19.44]",50,35.61,EIF2S3L,,,,,,,,,,",19.44",,
ENSG00000180730,13,33.705,"[33.11, 34.3]",0,40.995,"[68.21, 13.78]",50,46.92,SHISA2,617324,"SHISA2, C13orf13, TMEM46","Shisa family, member 2",SHISA2,387914,ENSG00000180730,,,,",13.78",,
ENSG00000180869,1,33.59,"[32.88, 34.3]",0,25.01,"[14.83, 35.19]",50,41.95,C1orf180,,,,,,,,,,",14.83",,
ENSG00000180953,15,32.72,"[33.85, 31.59]",0,37.94,"[68.14, 7.74]",50,41.13,ST20,,,,,,,,,,",7.74",,
ENSG00000181104,5,32.25,"[30.4, 34.1]",0,50.59,"[7.44, 93.74]",50,42.79,F2R,187930,"F2R, CF2R, PAR1",Coagulation factor II (thrombin) receptor,F2R,2149,ENSG00000181104,within 900kb of GPR11,,,",7.44",,
ENSG00000181274,10,26.49,[26.49],0,16.36,[16.36],100,60.21,FRAT2,605006,FRAT2,Frequently rearranged in advanced T-cell lymphomas 2,FRAT2,23401,ENSG00000181274,,,,",16.36",,
ENSG00000181588,19,23.995,"[28.06, 19.93]",50,16.77,"[27.68, 5.86]",50,60.48,MEX3D,611009,"MEX3D, RKHD1, TINO, KIAA2031","Mex-3, C. elegans, homolog of, D",MEX3D,399664,ENSG00000181588,,,",19.93",",5.86",,
ENSG00000181625,16,13.75333333,"[13.0, 12.28, 11.74, 14.16, 17.81, 13.53]",100,8.446666667,"[0.02, 1.16, 0.05, 10.37, 27.16, 11.92]",83.33333333,59.99,SLX1B,615823,"SLX1B, GIYD2","SLX1 structure-specific endonuclease subunit, S. cerevisiae, homolog of, B",SLX1B,79008,ENSG00000181625,,,",13,12.28,11.74,14.16,17.81,13.53",",0.02,1.16,0.05,10.37,11.92",,
ENSG00000181626,18,32.38,"[26.05, 30.64, 33.3, 34.4, 36.02, 32.35, 32.64, 31.64, 31.8, 33.97, 34.11, 29.92, 33.87, 32.61]",0,23.27142857,"[50.88, 44.23, 28.92, 19.39, 25.27, 13.48, 12.79, 14.85, 8.4, 21.64, 26.54, 10.71, 35.85, 12.85]",50,36.42,ANKRD62,,,,,,,,,,",19.39,13.48,12.79,14.85,8.4,10.71,12.85",,
ENSG00000182103,11,29.16,[29.16],0,18.77,[18.77],100,66.83,FAM181B,,,,,,,,,,",18.77",,
ENSG00000182118,1,28.17,"[33.56, 22.78]",0,40.875,"[72.67, 9.08]",50,47.02,FAM89A,,,,,,,,,,",9.08",,
ENSG00000182217,1,0.36,[0.36],100,0,[0.0],100,46.89,HIST2H4B,,,,,,,,,",0.36",",0",,
ENSG00000182257,22,30.045,"[31.09, 29.0]",0,14.37,"[18.84, 9.9]",100,59.12,C22orf26,,,,,,,,,,",18.84,9.9",,
ENSG00000182315,19,16.405,"[29.12, 3.69]",50,14.955,"[27.26, 2.65]",50,47.7,MBD3L3,,,,,,,,,",3.69",",2.65",,
ENSG00000182330,1,1.85,"[2.12, 1.83, 1.6]",100,0.083333333,"[0.0, 0.25, 0.0]",100,49.95,PRAMEF8,,,,,,,,,",2.12,1.83,1.6",",0,0.25,0",,
ENSG00000182368,9,26.925,"[26.84, 27.01]",0,4.515,"[3.77, 5.26]",100,59.33,FAM27A,,,,,,,,,,",3.77,5.26",,
ENSG00000182600,2,30.47,"[33.25, 29.75, 28.41]",0,25.27666667,"[41.93, 19.78, 14.12]",66.66666667,50.37,C2orf82,,,,,,,,,,",19.78,14.12",,
ENSG00000182601,16,30.195,"[26.2, 34.19]",0,47.505,"[16.42, 78.59]",50,42.13,HS3ST4,604059,"HS3ST4, 30ST4",Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 4,HS3ST4,9951,ENSG00000182601,,,,",16.42",,
ENSG00000182774,15,0.22,"[0.22, 0.22, 0.22, 0.22, 0.22]",100,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",100,49.9,RPS17L,180472,"RPS17, RPS17L1, RPS17L2, DBA4",Ribosomal protein S17,RPS17,6218,ENSG00000182774,previously on chr.11; pseudogenes on 5q33-qter and 17q,"Diamond-Blackfan anemia 4, 612527 (3), Autosomal dominant",",0.22,0.22,0.22,0.22,0.22",",0,0,0,0,0",,
ENSG00000182783,1,10.64,[10.64],100,12.59,[12.59],100,49.41,OR2T29,,,,,,,,,",10.64",",12.59",,
ENSG00000182824,22,19.2925,"[85.82, 28.21, 1.18, 7.0, 2.37, 15.14, 8.35, 6.27]",75,2.25625,"[0.26, 0.01, 0.37, 5.26, 0.22, 6.26, 0.31, 5.36]",100,42.52,AC008132.1,,,,,,,,,",1.18,7,2.37,15.14,8.35,6.27",",0.26,0.01,0.37,5.26,0.22,6.26,0.31,5.36",,
ENSG00000182968,13,21.15,[21.15],0,17.91,[17.91],100,54.43,SOX1,602148,SOX1,SRY (sex determining region Y)-box 1,SOX1,6656,ENSG00000182968,,,,",17.91",,
ENSG00000183038,22,10.088,"[16.48, 12.37, 9.57, 7.22, 4.8]",100,4.588,"[9.73, 1.91, 3.79, 6.58, 0.93]",100,61.99,GGTLC3,,,,,,,,,",16.48,12.37,9.57,7.22,4.8",",9.73,1.91,3.79,6.58,0.93",,
ENSG00000183054,2,7.405652174,"[7.58, 7.58, 7.58, 7.58, 7.55, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 4.62]",100,0.217391304,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]",100,39.28,RGPD6,612709,"RGPD6, RGP6",RANBP2-like and GRIP domain-containing protein 6,RGPD6,729540,ENSG00000183054,,,",7.58,7.58,7.58,7.58,7.55,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,4.62",",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5",,
ENSG00000183086,7,2.203333333,"[7.08, 3.3, 2.22, 0.23, 0.36, 1.57, 1.69, 1.69, 1.69]",100,0.372222222,"[0.34, 1.26, 1.02, 0.17, 0.14, 0.42, 0.0, 0.0, 0.0]",100,52.4,GATSL1,,,,,,,,,",7.08,3.3,2.22,0.23,0.36,1.57,1.69,1.69,1.69",",0.34,1.26,1.02,0.17,0.14,0.42,0,0,0",,
ENSG00000183148,9,5.393333333,"[30.69, 9.96, 5.63, 4.88, 3.31, 3.98, 2.75, 2.47, 1.28, 0.92, 1.09, 1.34, 2.79, 3.99, 5.82]",93.33333333,2.305333333,"[26.09, 4.95, 1.85, 0.0, 0.23, 1.01, 0.07, 0.06, 0.0, 0.0, 0.0, 0.0, 0.11, 0.0, 0.21]",93.33333333,36.06,ANKRD20A2,,,,,,,,,",9.96,5.63,4.88,3.31,3.98,2.75,2.47,1.28,0.92,1.09,1.34,2.79,3.99,5.82",",4.95,1.85,0,0.23,1.01,0.07,0.06,0,0,0,0,0.11,0,0.21",,
ENSG00000183153,17,27.45,[27.45],0,19.36,[19.36],100,65.41,GJD3,607425,"GJD3, GJC1, CX31.9","Gap junction protein, delta-3 (31.9kD)",GJD3,125111,ENSG00000183153,,,,",19.36",,
ENSG00000183186,19,31.7,[31.7],0,17.98,[17.98],100,68.45,C2CD4C,610336,"C2CD4C, NLF3, KIAA1957",C2 calcium-dependent domain containing 4C,C2CD4C,126567,ENSG00000183186,,,,",17.98",,
ENSG00000183246,22,0.78,[0.78],100,0.16,[0.16],100,62.51,RIMBP3C,612701,RIMBP3C,RIMS-binding protein 3C,RIMBP3C,150221,ENSG00000183246,,,",0.78",",0.16",,
ENSG00000183281,2,5.056666667,"[6.55, 0.84, 7.78]",100,4.08,"[7.22, 1.38, 3.64]",100,39.59,PLGLB1,173340,"PLGLB1, PLGL, PRGB",Plasminogen-like B1,PLGLB1,5343,ENSG00000183281,,,",6.55,0.84,7.78",",7.22,1.38,3.64",,
ENSG00000183336,16,13.07,"[13.07, 13.07, 13.07]",100,0,"[0.0, 0.0, 0.0]",100,63.12,BOLA2,613182,BOLA2,"BolA, E. coli, homolog of, 2",BOLA2,552900,ENSG00000183336,,,",13.07,13.07,13.07",",0,0,0",,
ENSG00000183426,16,10.03875,"[8.3, 1.94, 22.53, 8.09, 2.38, 5.19, 3.01, 28.87]",75,8.1525,"[1.52, 1.51, 4.43, 1.35, 0.86, 4.72, 3.25, 47.58]",87.5,53.53,NPIPA1,606406,NPIP,Nuclear pore complex-interacting protein,NPIPA1,9284,ENSG00000183426,,,",8.3,1.94,8.09,2.38,5.19,3.01",",1.52,1.51,4.43,1.35,0.86,4.72,3.25",,
ENSG00000183439,4,27.24,"[24.02, 30.46]",0,28.07,"[3.58, 52.56]",50,40.74,TRIM61,,,,,,,,,,",3.58",,
ENSG00000183463,13,33.315,"[31.94, 34.69]",0,29.05,"[7.21, 50.89]",50,50.04,URAD,615804,URAD,Ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase,URAD,646625,ENSG00000183463,,,,",7.21",,
ENSG00000183474,5,9.71,"[12.75, 27.43, 11.28, 1.65, 11.19, 11.56, 20.12, 1.76, 1.18, 26.34, 7.86, 3.35, 2.18, 6.3, 0.7]",80,16.00466667,"[13.68, 48.86, 12.72, 0.74, 14.31, 8.08, 53.99, 0.17, 0.07, 76.4, 8.37, 0.0, 0.0, 2.54, 0.14]",80,38.56,GTF2H2C,,,,,,,,,",12.75,11.28,1.65,11.19,11.56,1.76,1.18,7.86,3.35,2.18,6.3,0.7",",13.68,12.72,0.74,14.31,8.08,0.17,0.07,8.37,0,0,2.54,0.14",,
ENSG00000183558,1,23.93,[23.93],0,0.06,[0.06],100,60.88,HIST2H2AA3,,,,,,,,,,",0.06",,
ENSG00000183569,22,22.14083333,"[32.11, 14.81, 2.18, 1.47, 7.83, 25.21, 17.27, 32.45, 33.6, 32.44, 34.99, 31.33]",41.66666667,43.27583333,"[51.21, 12.33, 5.1, 1.49, 12.46, 74.93, 0.02, 70.53, 70.68, 77.54, 66.32, 76.7]",41.66666667,54.45,SERHL2,,,,,,,,,",14.81,2.18,1.47,7.83,17.27",",12.33,5.1,1.49,12.46,0.02",,
ENSG00000183629,15,6.244736842,"[2.3, 2.27, 2.27, 2.29, 10.08, 2.1, 13.19, 5.72, 3.19, 3.59, 14.33, 8.0, 7.92, 7.91, 5.33, 8.66, 0.58, 5.42, 13.5]",100,2.896315789,"[0.01, 0.0, 0.03, 0.13, 22.86, 0.22, 6.16, 13.91, 3.06, 0.6, 1.42, 0.01, 0.01, 0.03, 0.24, 0.63, 0.36, 1.8, 3.55]",94.73684211,49.13,GOLGA8G,,,,,,,,,",2.3,2.27,2.27,2.29,10.08,2.1,13.19,5.72,3.19,3.59,14.33,8,7.92,7.91,5.33,8.66,0.58,5.42,13.5",",0.01,0,0.03,0.13,0.22,6.16,13.91,3.06,0.6,1.42,0.01,0.01,0.03,0.24,0.63,0.36,1.8,3.55",,
ENSG00000183632,16,25.755,"[25.78, 25.73]",0,0,"[0.0, 0.0]",100,50.87,TP53TG3,617482,TP53TG3,TP53 target gene 3,TP53TG3,24150,ENSG00000183632,,,,",0,0",,
ENSG00000183675,10,7.666,"[22.26, 11.57, 5.25, 2.46, 14.61, 2.18, 4.35, 2.87, 9.07, 2.04]",90,6.439,"[0.11, 30.33, 0.0, 0.02, 26.74, 0.38, 0.01, 0.01, 5.0, 1.79]",80,36.85,PTPN20B,,,,,,,,,",11.57,5.25,2.46,14.61,2.18,4.35,2.87,9.07,2.04",",0.11,0,0.02,0.38,0.01,0.01,5,1.79",,
ENSG00000183734,11,32.28,[32.28],0,7.41,[7.41],100,69.57,ASCL2,601886,ASCL2,"Achaete-scute complex, Drosophila, homolog-like 2",ASCL2,430,ENSG00000183734,,,,",7.41",,
ENSG00000183748,10,6.968666667,"[1.22, 12.42, 2.79, 15.03, 10.87, 5.64, 23.84, 13.69, 11.44, 4.4, 14.9, 7.07, 2.71, 2.71, 2.71, 2.14, 2.25, 2.66, 8.15, 6.33, 4.5, 6.42, 8.95, 4.42, 2.78, 1.36, 2.96, 16.82, 4.81, 3.07]",96.66666667,11.51566667,"[0.53, 41.55, 1.78, 56.66, 19.36, 3.02, 64.63, 0.16, 18.46, 0.0, 41.49, 7.1, 0.0, 0.0, 0.0, 0.4, 0.4, 0.03, 11.82, 4.0, 0.51, 4.37, 1.68, 1.35, 0.35, 0.28, 0.11, 61.7, 3.59, 0.14]",83.33333333,39.22,MRC1L1,,,,,,,,,",1.22,12.42,2.79,15.03,10.87,5.64,13.69,11.44,4.4,14.9,7.07,2.71,2.71,2.71,2.14,2.25,2.66,8.15,6.33,4.5,6.42,8.95,4.42,2.78,1.36,2.96,16.82,4.81,3.07",",0.53,1.78,19.36,3.02,0.16,18.46,0,7.1,0,0,0,0.4,0.4,0.03,11.82,4,0.51,4.37,1.68,1.35,0.35,0.28,0.11,3.59,0.14",,
ENSG00000183793,16,12.5925,"[33.73, 7.21, 3.68, 18.72, 11.05, 14.03, 4.32, 8.0]",87.5,13.5225,"[72.18, 0.41, 0.64, 9.62, 3.57, 15.65, 1.57, 4.54]",87.5,45.86,NPIPA5,,,,,,,,,",7.21,3.68,18.72,11.05,14.03,4.32,8",",0.41,0.64,9.62,3.57,15.65,1.57,4.54",,
ENSG00000183889,16,1.46625,"[2.59, 1.85, 1.18, 0.18, 0.13, 1.6, 3.72, 0.48]",100,0.32875,"[0.48, 0.0, 1.57, 0.48, 0.0, 0.04, 0.06, 0.0]",100,55.2,NPIPA7,,,,,,,,,",2.59,1.85,1.18,0.18,0.13,1.6,3.72,0.48",",0.48,0,1.57,0.48,0,0.04,0.06,0",,
ENSG00000183921,16,32.58636364,"[32.23, 30.1, 32.71, 33.48, 33.7, 32.64, 34.0, 32.16, 33.36, 31.67, 32.4]",0,18.90181818,"[1.61, 18.61, 38.83, 46.42, 37.72, 22.8, 32.77, 3.04, 2.81, 1.69, 1.62]",54.54545455,50.76,SDR42E2,,,,,,,,,,",1.61,18.61,3.04,2.81,1.69,1.62",,
ENSG00000183941,1,24.05,[24.05],0,0,[0.0],100,46.89,HIST2H4A,,,,,,,,,,",0",,
ENSG00000183971,16,31.22,"[29.89, 32.55]",0,27.96,"[14.82, 41.1]",50,55.12,NPW,607997,"NPW, PPNPW, PPL8",Neuropeptide W,NPW,283869,ENSG00000183971,,,,",14.82",,
ENSG00000183979,17,32.39,"[31.62, 33.16]",0,21.62,"[2.18, 41.06]",50,65.62,NPB,607996,"NPB, PPL7",Neuropeptide B,NPB,256933,ENSG00000183979,,,,",2.18",,
ENSG00000184040,10,1.915,"[1.48, 3.9, 0.96, 1.32]",100,2.3975,"[0.36, 7.63, 0.39, 1.21]",100,40.75,TMEM236,,,,,,,,,",1.48,3.9,0.96,1.32",",0.36,7.63,0.39,1.21",,
ENSG00000184110,16,6.0155,"[0.67, 1.08, 1.06, 1.06, 1.06, 1.06, 1.06, 43.71, 30.22, 6.64, 6.64, 6.64, 4.17, 3.47, 2.85, 1.82, 1.78, 1.77, 1.77, 1.78]",90,9.308,"[0.12, 0.04, 0.01, 0.0, 0.0, 0.0, 0.0, 98.02, 86.58, 0.01, 0.0, 0.0, 0.08, 0.93, 0.12, 0.02, 0.01, 0.0, 0.07, 0.15]",90,48.48,EIF3C,603916,"EIF3C, EIF3S8","Eukaryotic translation initiation factor 3, subunit C",EIF3C,8663,ENSG00000184110,,,",0.67,1.08,1.06,1.06,1.06,1.06,1.06,6.64,6.64,6.64,4.17,3.47,2.85,1.82,1.78,1.77,1.77,1.78",",0.12,0.04,0.01,0,0,0,0,0.01,0,0,0.08,0.93,0.12,0.02,0.01,0,0.07,0.15",,
ENSG00000184206,15,13.45444444,"[17.9, 9.5, 9.44, 7.41, 15.92, 9.66, 24.79, 4.13, 22.34]",77.77777778,9.921111111,"[4.42, 0.0, 0.06, 0.24, 13.69, 16.02, 4.51, 7.59, 42.76]",88.88888889,48.06,GOLGA6L4,,,,,,,,,",17.9,9.5,9.44,7.41,15.92,9.66,4.13",",4.42,0,0.06,0.24,13.69,16.02,4.51,7.59",,
ENSG00000184221,21,26.48,[26.48],0,16.15,[16.15],100,64.6,OLIG1,606385,OLIG1,Oligodendrocyte lineage transcription factor 1,OLIG1,116448,ENSG00000184221,,,,",16.15",,
ENSG00000184261,2,29.405,"[30.82, 27.99]",0,18.04,"[27.38, 8.7]",50,49.06,KCNK12,607366,"KCNK12, THIK2","Potassium channel, subfamily K, member 12",KCNK12,56660,ENSG00000184261,,,,",8.7",,
ENSG00000184659,9,11.82,[11.82],100,0,[0.0],100,54.23,FOXD4L4,611085,"FOXD4L4, FOXD4L2",Forkhead box D4-like 4,FOXD4L4,349334,ENSG00000184659,,,",11.82",",0",,
ENSG00000184709,9,31.94,"[29.93, 33.95]",0,12.375,"[11.84, 12.91]",100,74.57,LRRC26,613505,"LRRC26, CAPC",Leucine-rich repeat-containing protein 26,LRRC26,389816,ENSG00000184709,,,,",11.84,12.91",,
ENSG00000184761,2,2.4525,"[2.74, 2.6, 2.04, 2.43]",100,0.5525,"[0.88, 0.0, 0.35, 0.98]",100,55.3,AC013269.5,,,,,,,,,",2.74,2.6,2.04,2.43",",0.88,0,0.35,0.98",,
ENSG00000184779,15,5.35,"[5.59, 5.59, 5.59, 3.98, 6.0]",100,2.67,"[0.0, 0.0, 0.0, 1.59, 11.76]",100,49.88,RPS17,,,,,,,,,",5.59,5.59,5.59,3.98,6",",0,0,0,1.59,11.76",,
ENSG00000184838,5,32.705,"[32.48, 32.93]",0,40.185,"[12.5, 67.87]",50,35.51,PRR16,615931,"PRR16, LARGEN",Proline-rich protein 16,PRR16,51334,ENSG00000184838,,,,",12.5",,
ENSG00000184923,10,19.32,"[18.24, 29.52, 36.24, 13.37, 21.99, 3.57, 12.31]",57.14285714,9.947142857,"[2.41, 38.23, 0.07, 0.07, 12.98, 2.7, 13.17]",85.71428571,58.55,NUTM2A,,,,,,,,,",18.24,13.37,3.57,12.31",",2.41,0.07,0.07,12.98,2.7,13.17",,
ENSG00000184945,2,19.65,"[34.48, 27.19, 5.0, 11.93]",50,34.195,"[81.5, 51.6, 2.84, 0.84]",50,62.55,AQP12A,609789,"AQP12A, AQPX2, AQP12",Aquaporin 12A,AQP12A,375318,ENSG00000184945,,,",5,11.93",",2.84,0.84",,
ENSG00000185085,11,32.375,"[34.75, 30.0]",0,42.835,"[83.76, 1.91]",50,54.61,INTS5,611349,"INTS5, INT5, KIAA1698",Integrator complex subunit 5,INTS5,80789,ENSG00000185085,,,,",1.91",,
ENSG00000185097,1,30.14,[30.14],0,0,[0.0],100,45.73,OR4F16,,,,,,,,,,",0",,
ENSG00000185128,17,10.98153846,"[21.09, 12.95, 18.55, 9.13, 46.97, 11.3, 3.77, 3.45, 2.81, 2.81, 4.41, 4.01, 1.51]",84.61538462,7.169230769,"[0.01, 0.03, 0.13, 0.23, 80.53, 0.75, 0.01, 0.0, 0.03, 0.12, 2.71, 8.64, 0.01]",92.30769231,60.13,TBC1D3F,,,,,,,,,",12.95,18.55,9.13,11.3,3.77,3.45,2.81,2.81,4.41,4.01,1.51",",0.01,0.03,0.13,0.23,0.75,0.01,0,0.03,0.12,2.71,8.64,0.01",,
ENSG00000185155,1,29.8,"[25.54, 34.06]",0,45.41,"[9.04, 81.78]",50,51,MIXL1,609852,"MIXL1, MIXL, MIX",MIX1 homeobox-like protein 1,MIXL1,83881,ENSG00000185155,,,,",9.04",,
ENSG00000185164,16,12.044375,"[15.72, 5.14, 5.17, 1.8, 2.4, 0.36, 0.3, 0.29, 0.29, 0.29, 0.23, 0.14, 17.8, 32.0, 0.9, 11.25, 15.59, 23.44, 11.65, 32.25, 27.5, 28.17, 21.23, 8.1, 10.82, 25.67, 8.86, 9.92, 12.63, 6.64, 23.11, 25.76]",71.875,15.7296875,"[0.0, 0.0, 0.0, 1.18, 0.15, 0.0, 0.04, 0.0, 0.0, 0.0, 0.01, 0.04, 9.78, 64.01, 0.03, 2.74, 4.94, 33.81, 6.23, 86.55, 62.51, 64.67, 25.63, 1.88, 2.29, 60.97, 2.57, 9.19, 3.35, 1.27, 36.15, 23.36]",71.875,45.53,NOMO2,609158,NOMO2,Nodal modulator 2,NOMO2,283820,ENSG00000185164,,,",15.72,5.14,5.17,1.8,2.4,0.36,0.3,0.29,0.29,0.29,0.23,0.14,17.8,0.9,11.25,15.59,11.65,8.1,10.82,8.86,9.92,12.63,6.64",",0,0,0,1.18,0.15,0,0.04,0,0,0,0.01,0.04,9.78,0.03,2.74,4.94,6.23,1.88,2.29,2.57,9.19,3.35,1.27",,
ENSG00000185176,2,17.15666667,"[9.24, 11.07, 31.16]",66.66666667,24.31,"[2.04, 9.62, 61.27]",66.66666667,62.83,AQP12B,,,,,,,,,",9.24,11.07",",2.04,9.62",,
ENSG00000185290,7,31.24,[31.24],0,18.71,[18.71],100,54.59,NUPR1L,,,,,,,,,,",18.71",,
ENSG00000185304,2,7.443478261,"[1.19, 10.63, 1.82, 4.88, 20.77, 10.63, 5.31, 4.25, 4.02, 4.02, 4.02, 3.9, 3.72, 6.4, 6.77, 3.74, 2.28, 4.8, 4.57, 3.36, 3.36, 28.01, 28.75]",86.95652174,3.695652174,"[0.47, 1.28, 0.01, 10.22, 4.46, 0.0, 1.95, 0.83, 0.0, 0.0, 0.0, 0.03, 0.53, 6.46, 0.11, 0.0, 0.31, 0.0, 0.07, 0.0, 0.0, 17.76, 40.51]",95.65217391,37.01,RGPD2,612705,"RGPD2, RGP2",RANBP2-like and GRIP domain-containing protein 2,RGPD2,729857,ENSG00000185304,,,",1.19,10.63,1.82,4.88,10.63,5.31,4.25,4.02,4.02,4.02,3.9,3.72,6.4,6.77,3.74,2.28,4.8,4.57,3.36,3.36",",0.47,1.28,0.01,10.22,4.46,0,1.95,0.83,0,0,0,0.03,0.53,6.46,0.11,0,0.31,0,0.07,0,0,17.76",,
ENSG00000185829,17,4.866666667,"[6.56, 4.31, 3.73]",100,0.86,"[2.53, 0.03, 0.02]",100,43.35,ARL17A,,,,,,,,,",6.56,4.31,3.73",",2.53,0.03,0.02",,
ENSG00000185864,16,10.28,"[2.09, 1.71, 3.52, 4.7, 4.7, 23.25, 6.19, 25.43, 20.93]",66.66666667,6.752222222,"[0.13, 2.58, 14.29, 0.0, 0.0, 28.73, 2.09, 12.95, 0.0]",88.88888889,45.38,NPIPB4,,,,,,,,,",2.09,1.71,3.52,4.7,4.7,6.19",",0.13,2.58,14.29,0,0,2.09,12.95,0",,
ENSG00000186047,13,31.91,"[34.46, 29.36]",0,27.875,"[43.96, 11.79]",50,40.02,DLEU7,,,,,,,,,,",11.79",,
ENSG00000186086,1,8.515714286,"[14.53, 10.9, 3.91, 1.15, 1.15, 1.15, 1.12, 8.21, 1.34, 1.27, 1.1, 11.74, 27.79, 33.86]",85.71428571,9.189285714,"[3.51, 16.49, 2.72, 0.0, 0.0, 0.0, 0.01, 3.48, 1.16, 0.09, 0.0, 25.29, 45.07, 30.83]",78.57142857,40.25,NBPF6,613996,NBPF6,"Neuroblastoma breakpoint family, member 6",NBPF6,653149,ENSG00000186086,,,",14.53,10.9,3.91,1.15,1.15,1.15,1.12,8.21,1.34,1.27,1.1,11.74",",3.51,16.49,2.72,0,0,0,0.01,3.48,1.16,0.09,0",,
ENSG00000186118,1,33.33,"[32.99, 33.67]",0,29.715,"[17.4, 42.03]",50,48.86,TEX38,,,,,,,,,,",17.4",,
ENSG00000186235,2,34.55,"[35.52, 34.06, 34.07]",0,18.47,"[34.76, 9.2, 11.45]",66.66666667,54.7,AC016757.3,,,,,,,,,,",9.2,11.45",,
