geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000155026,7,12.73789474,"[24.13, 36.11, 8.69, 1.23, 12.2, 5.24, 29.29, 29.98, 19.38, 2.06, 1.3, 2.98, 1.21, 11.58, 15.99, 5.39, 18.81, 4.75, 11.7]",78.94736842,20.71368421,"[53.94, 95.5, 2.7, 0.37, 12.86, 4.18, 42.27, 41.35, 10.12, 0.68, 0.06, 0.66, 0.38, 11.41, 42.21, 11.43, 9.98, 8.87, 44.59]",68.42105263,48.15,RSPH10B,,,,,,,,,",8.69,1.23,12.2,5.24,19.38,2.06,1.3,2.98,1.21,11.58,15.99,5.39,18.81,4.75,11.7",",2.7,0.37,12.86,4.18,10.12,0.68,0.06,0.66,0.38,11.41,11.43,9.98,8.87",,
ENSG00000155282,9,8.3675,"[3.55, 18.41, 8.75, 2.76]",100,1.575,"[0.01, 4.8, 1.47, 0.02]",100,35.69,RP11-195B21.3,,,,,,,,,",3.55,18.41,8.75,2.76",",0.01,4.8,1.47,0.02",,
ENSG00000157322,16,11.97583333,"[32.32, 9.41, 29.0, 4.9, 0.85, 0.83, 0.83, 0.83, 0.83, 0.83, 36.03, 27.05]",66.66666667,15.89833333,"[32.97, 1.67, 71.56, 2.05, 0.04, 0.0, 0.0, 0.0, 0.0, 0.12, 57.37, 25.0]",66.66666667,57.12,CLEC18A,616571,CLEC18A,"C-type lecting domain family 18, member A",CLEC18A,348174,ENSG00000157322,,,",9.41,4.9,0.85,0.83,0.83,0.83,0.83,0.83",",1.67,2.05,0.04,0,0,0,0,0.12",,
ENSG00000157335,16,12.89416667,"[16.97, 12.3, 27.09, 8.03, 7.3, 7.3, 7.3, 7.3, 7.3, 7.3, 28.8, 17.74]",83.33333333,17.15083333,"[20.72, 26.4, 56.84, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 84.62, 17.17]",66.66666667,57.16,CLEC18C,616573,CLEC18C,"C-type lectin domain family 18, member C",CLEC18C,283971,ENSG00000157335,,,",16.97,12.3,8.03,7.3,7.3,7.3,7.3,7.3,7.3,17.74",",0.01,0,0,0,0,0,0.05,17.17",,
ENSG00000157358,1,0.636666667,"[0.19, 1.72, 0.0]",100,0.526666667,"[0.09, 1.49, 0.0]",100,48.13,PRAMEF15,,,,,,,,,",0.19,1.72,0",",0.09,1.49,0",,
ENSG00000158517,7,18.34272727,"[17.69, 27.44, 20.58, 30.2, 4.34, 25.98, 23.03, 14.67, 3.34, 26.65, 7.85]",45.45454545,34.37818182,"[0.02, 78.72, 24.96, 73.39, 11.07, 60.78, 77.61, 7.08, 1.58, 41.1, 1.85]",45.45454545,54.22,NCF1,608512,NCF1,"Neutrophil cytosolic factor-1, 47kD",NCF1,653361,ENSG00000158517,,"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3), Autosomal recessive",",17.69,4.34,14.67,3.34,7.85",",0.02,11.07,7.08,1.58,1.85",,
ENSG00000159289,15,20.86444444,"[42.69, 16.5, 13.89, 29.83, 50.27, 67.73, 9.45, 9.24, 2.17, 20.51, 50.41, 6.55, 5.09, 5.09, 8.58, 2.6, 24.55, 10.41]",61.11111111,24.30166667,"[63.94, 13.55, 14.63, 16.29, 77.51, 92.57, 0.02, 5.35, 6.67, 22.44, 87.13, 2.46, 0.86, 1.14, 1.43, 0.23, 31.21, 0.0]",66.66666667,52.21,GOLGA6A,610288,"GOLGA6, GLP","Golgi autoantigen, golgin subfamily A, 6",GOLGA6A,342096,ENSG00000159289,,,",16.5,13.89,9.45,9.24,2.17,6.55,5.09,5.09,8.58,2.6,10.41",",13.55,14.63,16.29,0.02,5.35,6.67,2.46,0.86,1.14,1.43,0.23,0",,
ENSG00000161103,22,15.42,[15.42],100,17.48,[17.48],100,55.41,AC008132.13,,,,,,,,,",15.42",",17.48",,
ENSG00000161583,17,3.69,"[18.36, 0.84, 0.84, 0.84, 0.84, 0.53, 0.13, 22.67, 1.81, 0.28, 0.27, 0.28, 0.28]",92.30769231,1.579230769,"[15.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.03, 0.14, 0.0, 0.0, 0.0, 0.0]",100,50.07,TBC1D3G,,,,,,,,,",18.36,0.84,0.84,0.84,0.84,0.53,0.13,1.81,0.28,0.27,0.28,0.28",",15.36,0,0,0,0,0,0,5.03,0.14,0,0,0,0",,
ENSG00000162825,1,5.026483516,"[36.78, 36.72, 36.72, 36.72, 36.72, 36.72, 36.32, 29.97, 7.68, 4.14, 4.89, 4.79, 4.8, 4.05, 4.05, 4.02, 3.79, 3.41, 3.74, 2.05, 1.78, 1.6, 1.48, 1.34, 1.34, 1.29, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.14, 0.89, 0.89, 0.93, 0.9, 0.83, 1.15, 1.12, 1.1, 1.1, 1.13, 0.59, 2.71, 1.6, 3.73, 2.84, 14.76, 1.04, 1.04, 2.26, 8.82, 0.78, 0.78, 0.78, 1.98, 1.64, 0.55, 0.55, 0.54, 0.55, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.66, 1.85, 1.83, 1.83, 1.83, 1.59, 2.58, 0.39, 0.39, 0.45, 0.86, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.35, 16.25, 2.35, 2.45, 2.31, 2.31]",91.20879121,1.35967033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48, 1.92, 0.4, 0.0, 0.0, 0.18, 0.0, 0.0, 0.01, 0.03, 2.15, 2.25, 0.0, 0.46, 2.4, 3.42, 0.02, 0.0, 0.0, 0.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 1.24, 0.62, 0.0, 0.0, 0.0, 0.0, 2.07, 2.31, 0.3, 0.01, 0.02, 1.83, 3.79, 4.68, 0.0, 0.0, 7.77, 15.57, 0.01, 0.0, 0.0, 1.87, 0.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.1, 0.02, 0.0, 0.0, 0.0, 0.17, 1.38, 0.0, 0.0, 0.4, 0.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 62.31, 0.1, 0.0, 0.0, 0.0]",98.9010989,44.21,NBPF8,614007,NBPF20,"Neuroblastoma breakpoint family, member 20",NBPF20,100288142,ENSG00000162825,,,",7.68,4.14,4.89,4.79,4.8,4.05,4.05,4.02,3.79,3.41,3.74,2.05,1.78,1.6,1.48,1.34,1.34,1.29,1.13,1.13,1.13,1.13,1.13,1.13,1.14,0.89,0.89,0.93,0.9,0.83,1.15,1.12,1.1,1.1,1.13,0.59,2.71,1.6,3.73,2.84,14.76,1.04,1.04,2.26,8.82,0.78,0.78,0.78,1.98,1.64,0.55,0.55,0.54,0.55,0.54,0.54,0.54,0.54,0.53,0.53,0.66,1.85,1.83,1.83,1.83,1.59,2.58,0.39,0.39,0.45,0.86,0.25,0.25,0.25,0.25,0.25,0.25,0.35,16.25,2.35,2.45,2.31,2.31",",0,0,0,0,0,0,0,0.48,1.92,0.4,0,0,0.18,0,0,0.01,0.03,2.15,2.25,0,0.46,2.4,3.42,0.02,0,0,0.14,0,0,0,0,0,0,0,0.07,1.24,0.62,0,0,0,0,2.07,2.31,0.3,0.01,0.02,1.83,3.79,4.68,0,0,7.77,15.57,0.01,0,0,1.87,0.96,0,0,0,0,0,0,0,0,0,0.01,0.1,0.02,0,0,0,0.17,1.38,0,0,0.4,0.66,0,0,0,0,0,0,1.6,0.1,0,0,0",,
ENSG00000163386,1,14.39119048,"[95.2, 30.1, 63.57, 60.19, 61.86, 53.33, 50.02, 21.8, 37.13, 69.75, 21.78, 41.99, 58.64, 1.75, 1.28, 1.88, 0.87, 0.93, 4.99, 0.53, 0.88, 3.05, 0.36, 0.34, 3.24, 1.28, 81.28, 2.38, 6.08, 17.35, 6.44, 3.08, 13.05, 1.6, 10.29, 21.32, 1.52, 0.75, 2.2, 1.53, 1.3, 1.3, 1.19, 1.17, 1.02, 1.08, 0.25, 0.25, 0.31, 1.03, 1.94, 1.16, 0.41, 0.4, 0.4, 0.9, 0.58, 1.11, 0.35, 12.97, 1.1, 2.32, 12.1, 19.94, 5.26, 29.36, 1.56, 18.86, 31.96, 3.22, 1.01, 9.19, 2.96, 7.73, 13.78, 4.06, 1.55, 1.86, 0.84, 25.25, 10.22, 24.94, 36.17, 58.89]",75,17.71380952,"[98.51, 59.74, 92.6, 94.24, 46.47, 82.33, 88.89, 45.3, 90.97, 89.1, 0.42, 42.18, 95.08, 1.39, 0.38, 0.82, 0.0, 0.0, 0.0, 0.15, 0.97, 4.04, 0.19, 0.01, 0.07, 1.43, 96.87, 5.14, 2.07, 39.99, 0.96, 7.63, 41.19, 2.1, 3.02, 13.6, 0.01, 0.01, 1.17, 1.64, 0.0, 0.0, 0.01, 0.0, 0.51, 0.99, 0.0, 0.0, 0.01, 0.01, 0.06, 0.17, 0.0, 0.0, 0.03, 0.05, 0.08, 0.19, 0.0, 0.0, 0.05, 0.03, 2.37, 1.51, 5.92, 20.26, 8.67, 16.65, 4.26, 1.02, 0.08, 16.6, 1.06, 1.78, 1.11, 2.67, 0.17, 0.25, 0.42, 52.25, 13.12, 25.95, 59.46, 99.51]",76.19047619,43.94,NBPF10,,,,,,,,,",1.75,1.28,1.88,0.87,0.93,4.99,0.53,0.88,3.05,0.36,0.34,3.24,1.28,2.38,6.08,17.35,6.44,3.08,13.05,1.6,10.29,1.52,0.75,2.2,1.53,1.3,1.3,1.19,1.17,1.02,1.08,0.25,0.25,0.31,1.03,1.94,1.16,0.41,0.4,0.4,0.9,0.58,1.11,0.35,12.97,1.1,2.32,12.1,19.94,5.26,1.56,18.86,3.22,1.01,9.19,2.96,7.73,13.78,4.06,1.55,1.86,0.84,10.22",",0.42,1.39,0.38,0.82,0,0,0,0.15,0.97,4.04,0.19,0.01,0.07,1.43,5.14,2.07,0.96,7.63,2.1,3.02,13.6,0.01,0.01,1.17,1.64,0,0,0.01,0,0.51,0.99,0,0,0.01,0.01,0.06,0.17,0,0,0.03,0.05,0.08,0.19,0,0,0.05,0.03,2.37,1.51,5.92,8.67,16.65,4.26,1.02,0.08,16.6,1.06,1.78,1.11,2.67,0.17,0.25,0.42,13.12",,
ENSG00000164871,8,24.02333333,"[36.74, 32.83, 2.5]",33.33333333,46.81,"[67.73, 71.02, 1.68]",33.33333333,44.76,SPAG11B,606560,"SPAG11, HE2, EP2",Sperm-associated antigen 11,SPAG11B,10407,ENSG00000164871,,,",2.5",",1.68",,
ENSG00000165390,10,3.353333333,"[1.91, 12.38, 3.1, 2.49, 2.49, 2.49, 2.49, 2.48, 2.48, 2.48, 2.44, 3.01]",100,0.015,"[0.0, 0.0, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0]",100,52.94,ANXA8,,,,,,,,,",1.91,12.38,3.1,2.49,2.49,2.49,2.49,2.48,2.48,2.48,2.44,3.01",",0,0,0.17,0,0,0,0,0,0,0,0.01,0",,
ENSG00000166351,21,9.109090909,"[12.87, 10.2, 9.84, 7.11, 16.02, 4.06, 7.87, 4.22, 7.33, 9.06, 11.62]",100,5.657272727,"[26.98, 0.02, 0.05, 0.29, 0.79, 0.22, 0.5, 0.65, 1.09, 10.52, 21.12]",81.81818182,36.49,POTED,607549,"POTED, ANKRD21, POTE","POTE ankyrin domain family, member D",POTED,317754,ENSG00000166351,,,",12.87,10.2,9.84,7.11,16.02,4.06,7.87,4.22,7.33,9.06,11.62",",0.02,0.05,0.29,0.79,0.22,0.5,0.65,1.09,10.52",,
ENSG00000166664,15,16.68625,"[5.61, 39.33, 25.85, 11.92, 25.48, 11.04, 3.57, 10.69]",62.5,27.66125,"[4.6, 68.92, 33.51, 35.37, 55.53, 1.46, 0.0, 21.9]",37.5,44.32,CHRFAM7A,,,,,,,,,",5.61,11.92,11.04,3.57,10.69",",4.6,1.46,0",,
ENSG00000167195,15,14.73277778,"[8.54, 18.54, 14.4, 8.49, 13.68, 13.22, 27.14, 23.25, 28.65, 10.07, 6.44, 0.06, 0.17, 10.22, 18.87, 9.6, 16.58, 37.27]",77.77777778,14.92944444,"[9.81, 13.26, 0.04, 0.18, 5.36, 1.44, 18.58, 41.38, 29.18, 6.9, 10.79, 0.07, 0.16, 11.97, 13.09, 12.31, 15.23, 78.98]",83.33333333,53.39,GOLGA6C,,,,,,,,,",8.54,18.54,14.4,8.49,13.68,13.22,10.07,6.44,0.06,0.17,10.22,18.87,9.6,16.58",",9.81,13.26,0.04,0.18,5.36,1.44,18.58,6.9,10.79,0.07,0.16,11.97,13.09,12.31,15.23",,
ENSG00000168255,7,30.1225,"[17.87, 8.12, 48.15, 46.35]",50,27.72,"[0.54, 0.16, 25.52, 84.66]",50,51.79,POLR2J3,,,,,,,,,",17.87,8.12",",0.54,0.16",,
ENSG00000168614,1,22.664,"[28.64, 28.99, 29.01, 21.84, 34.46, 14.59, 26.29, 35.71, 19.32, 15.06, 27.1, 12.83, 3.84, 1.88, 40.4]",40,44.83133333,"[51.03, 19.02, 70.51, 50.8, 93.52, 52.72, 72.38, 25.05, 14.1, 39.47, 76.01, 13.53, 0.68, 2.28, 91.37]",33.33333333,43.53,NBPF9,,,,,,,,,",14.59,19.32,15.06,12.83,3.84,1.88",",19.02,14.1,13.53,0.68,2.28",,
ENSG00000168781,15,7.506896552,"[33.02, 32.02, 33.56, 11.42, 10.12, 6.76, 6.76, 6.72, 7.7, 1.12, 0.02, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.09, 0.57, 3.26, 13.05, 30.32, 4.01, 3.73, 3.67, 3.61, 5.38, 0.78]",86.20689655,12.50931034,"[86.85, 45.35, 81.87, 0.0, 0.1, 0.0, 0.0, 0.03, 5.43, 2.11, 0.15, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.01, 0.12, 0.17, 0.99, 39.23, 94.21, 0.75, 0.08, 0.3, 1.04, 3.96, 0.0]",82.75862069,44.61,PPIP5K1,610979,"PPIP5K1, HISPPD2A, IPS1, KIAA0377",Diphosphoinositol pentakisphosphate kinase 1,PPIP5K1,9677,ENSG00000168781,,,",11.42,10.12,6.76,6.76,6.72,7.7,1.12,0.02,0,0,0.01,0,0,0,0,0.09,0.57,3.26,13.05,4.01,3.73,3.67,3.61,5.38,0.78",",0,0.1,0,0,0.03,5.43,2.11,0.15,0,0,0.02,0,0,0,0.01,0.12,0.17,0.99,0.75,0.08,0.3,1.04,3.96,0",,
ENSG00000168925,16,20.99142857,"[33.48, 26.65, 17.69, 10.9, 7.35, 16.17, 34.7]",57.14285714,26.91142857,"[39.11, 24.86, 14.13, 17.91, 6.85, 23.22, 62.3]",42.85714286,56.1,CTRB1,118890,CTRB1,Chymotrypsinogen B1,CTRB1,1504,ENSG00000168925,HP-7cM-TAT-9cM-CTRB,,",17.69,10.9,7.35,16.17",",14.13,17.91,6.85",,
ENSG00000168928,16,19.51142857,"[32.52, 15.27, 4.84, 7.01, 15.17, 26.78, 34.99]",57.14285714,30.43428571,"[83.74, 22.72, 5.11, 15.31, 14.01, 26.89, 45.26]",42.85714286,65.18,CTRB2,,,,,,,,,",15.27,4.84,7.01,15.17",",5.11,15.31,14.01",,
ENSG00000168930,11,17.76,"[20.61, 17.14, 15.77, 7.64, 18.88, 26.52]",66.66666667,29.03,"[59.97, 15.17, 15.33, 2.12, 22.64, 58.95]",50,37.07,TRIM49,606124,RNF18,RING finger protein-18,TRIM49,57093,ENSG00000168930,,,",17.14,15.77,7.64,18.88",",15.17,15.33,2.12",,
ENSG00000169203,16,2.503333333,"[3.99, 2.12, 1.4]",100,0.666666667,"[1.93, 0.04, 0.03]",100,47.14,RP11-231C14.4,,,,,,,,,",3.99,2.12,1.4",",1.93,0.04,0.03",,
ENSG00000169246,16,1.456,"[1.53, 0.77, 0.86, 1.17, 0.6, 0.59, 0.46, 7.42, 0.58, 0.58]",100,2.55,"[0.01, 0.02, 0.26, 0.58, 2.75, 2.57, 1.04, 18.27, 0.0, 0.0]",100,45.44,NPIPB3,,,,,,,,,",1.53,0.77,0.86,1.17,0.6,0.59,0.46,7.42,0.58,0.58",",0.01,0.02,0.26,0.58,2.75,2.57,1.04,18.27,0,0",,
ENSG00000169402,7,13.86105263,"[26.59, 6.62, 9.08, 17.03, 25.17, 6.2, 7.63, 4.93, 6.87, 3.67, 11.8, 22.31, 16.58, 19.5, 16.97, 23.53, 11.4, 16.69, 10.79]",78.94736842,20.52368421,"[59.75, 9.95, 3.93, 34.62, 52.56, 6.79, 3.82, 0.58, 0.01, 1.11, 4.98, 76.03, 20.54, 21.23, 16.26, 0.36, 2.72, 51.77, 22.94]",57.89473684,48.15,RSPH10B2,,,,,,,,,",6.62,9.08,17.03,6.2,7.63,4.93,6.87,3.67,11.8,16.58,19.5,16.97,11.4,16.69,10.79",",9.95,3.93,6.79,3.82,0.58,0.01,1.11,4.98,16.26,0.36,2.72",,
ENSG00000169627,16,0.3,"[0.3, 0.3, 0.3]",100,0.003333333,"[0.0, 0.0, 0.01]",100,63.15,BOLA2B,,,,,,,,,",0.3,0.3,0.3",",0,0,0.01",,
ENSG00000169629,2,10.24913043,"[20.15, 3.66, 14.29, 13.34, 20.09, 2.32, 2.3, 2.3, 2.29, 22.18, 2.5, 0.52, 0.52, 0.55, 6.66, 1.93, 5.53, 25.85, 1.81, 3.58, 18.34, 35.57, 29.45]",73.91304348,12.86565217,"[50.88, 0.26, 30.31, 20.24, 27.8, 0.0, 0.0, 0.0, 0.01, 2.44, 0.01, 0.0, 0.0, 0.01, 3.0, 0.0, 0.29, 63.19, 0.8, 0.58, 15.86, 37.55, 42.68]",69.56521739,39.88,RGPD8,602752,"RGPD8, RGP8, RANBP2L1",RANBP2-like and GRIP domain-containing protein 8,RGPD8,727851,ENSG00000169629,,,",3.66,14.29,13.34,2.32,2.3,2.3,2.29,2.5,0.52,0.52,0.55,6.66,1.93,5.53,1.81,3.58,18.34",",0.26,0,0,0,0.01,2.44,0.01,0,0,0.01,3,0,0.29,0.8,0.58,15.86",,
ENSG00000170074,5,13.88157895,"[21.48, 15.84, 12.8, 12.63, 23.24, 13.55, 6.2, 15.04, 14.77, 22.25, 17.47, 32.19, 4.93, 11.56, 8.2, 5.16, 9.21, 9.69, 7.54]",78.94736842,25.33052632,"[49.43, 26.83, 1.99, 5.88, 63.79, 35.53, 2.06, 8.55, 28.21, 55.17, 53.04, 72.33, 16.15, 12.08, 10.59, 0.79, 34.34, 2.41, 2.11]",52.63157895,44.34,FAM153A,,,,,,,,,",15.84,12.8,12.63,13.55,6.2,15.04,14.77,17.47,4.93,11.56,8.2,5.16,9.21,9.69,7.54",",1.99,5.88,2.06,8.55,16.15,12.08,10.59,0.79,2.41,2.11",,
ENSG00000170215,9,16.44,"[3.74, 29.14]",50,4.93,"[3.77, 6.09]",100,59.2,FAM27B,,,,,,,,,",3.74",",3.77,6.09",,
ENSG00000170298,17,14.67090909,"[14.14, 14.82, 15.1, 4.55, 23.27, 6.68, 18.29, 3.63, 27.15, 24.25, 9.5]",72.72727273,36.98272727,"[18.63, 59.63, 39.29, 3.27, 67.0, 5.4, 37.5, 8.72, 74.06, 84.91, 8.4]",45.45454545,52.95,LGALS9B,,,,,,,,,",14.14,14.82,15.1,4.55,6.68,18.29,3.63,9.5",",18.63,3.27,5.4,8.72,8.4",,
ENSG00000170379,7,8.811666667,"[4.9, 12.96, 8.05, 2.0, 1.46, 23.5]",83.33333333,15.76,"[22.82, 16.46, 3.63, 0.0, 0.0, 51.65]",66.66666667,41.82,FAM115C,616252,"TCAF2, FAM115C, FAM139A",TRPM8 channel-associated factor 2,TCAF2,285966,ENSG00000170379,,,",4.9,12.96,8.05,2,1.46",",16.46,3.63,0,0",,
ENSG00000170667,7,10.5545,"[8.43, 8.37, 18.5, 16.21, 9.37, 7.82, 5.94, 0.1, 0.46, 51.13, 21.04, 31.01, 8.37, 0.67, 0.9, 12.89, 1.65, 1.46, 1.17, 5.6]",85,8.897,"[0.0, 0.01, 2.16, 4.93, 2.35, 4.85, 1.38, 0.05, 1.05, 92.2, 14.83, 21.69, 0.55, 0.03, 0.51, 24.39, 0.01, 0.55, 0.13, 6.27]",85,56.85,RASA4B,,,,,,,,,",8.43,8.37,18.5,16.21,9.37,7.82,5.94,0.1,0.46,8.37,0.67,0.9,12.89,1.65,1.46,1.17,5.6",",0,0.01,2.16,4.93,2.35,4.85,1.38,0.05,1.05,14.83,0.55,0.03,0.51,0.01,0.55,0.13,6.27",,
ENSG00000170727,8,4.6025,"[1.73, 1.73, 1.95, 3.71, 3.82, 1.32, 0.33, 0.24, 0.23, 0.23, 0.23, 0.23, 0.23, 1.37, 31.97, 24.32]",87.5,7.314375,"[0.8, 2.39, 2.38, 6.23, 4.83, 0.93, 0.55, 0.14, 0.03, 0.0, 0.0, 0.0, 0.0, 0.73, 87.34, 10.68]",93.75,62.41,BOP1,,,,,,,,,",1.73,1.73,1.95,3.71,3.82,1.32,0.33,0.24,0.23,0.23,0.23,0.23,0.23,1.37",",0.8,2.39,2.38,6.23,4.83,0.93,0.55,0.14,0.03,0,0,0,0,0.73,10.68",,
ENSG00000171711,8,23.49,"[41.43, 5.55]",50,45.35,"[89.48, 1.22]",50,43.64,DEFB4A,602215,"DEFB4A, DEFB4, DEFB2","Defensin, beta-4a (formerly defensin, beta-2)",DEFB4A,1673,ENSG00000171711,,,",5.55",",1.22",,
ENSG00000172014,9,13.44066667,"[13.5, 4.95, 7.82, 15.2, 25.98, 8.81, 5.18, 13.26, 8.87, 7.26, 13.04, 18.21, 33.47, 12.4, 13.66]",86.66666667,10.89866667,"[19.28, 0.12, 1.62, 5.32, 1.6, 0.43, 0.51, 20.77, 3.06, 3.18, 4.12, 32.02, 53.52, 3.72, 14.21]",80,36.2,ANKRD20A4,,,,,,,,,",13.5,4.95,7.82,15.2,8.81,5.18,13.26,8.87,7.26,13.04,18.21,12.4,13.66",",19.28,0.12,1.62,5.32,1.6,0.43,0.51,3.06,3.18,4.12,3.72,14.21",,
ENSG00000172058,5,8.186666667,"[10.57, 10.57, 3.42]",100,0.42,"[0.0, 0.0, 1.26]",100,43.62,SERF1A,603011,"SERF1A, H4F5, SMAM1",Small EDRK-rich factor 1A,SERF1A,8293,ENSG00000172058,,,",10.57,10.57,3.42",",0,0,1.26",,
ENSG00000172062,5,4.2275,"[1.24, 0.48, 0.48, 0.48, 0.48, 1.0, 0.36, 29.3]",87.5,9.28875,"[1.26, 0.0, 0.0, 0.0, 0.0, 1.51, 0.4, 71.14]",87.5,42.26,SMN1,600354,"SMN1, SMA1, SMA2, SMA3, SMA4","Survival of motor neuron 1, telomeric",SMN1,6606,ENSG00000172062,,"Spinal muscular atrophy-1, 253300 (3), Autosomal recessive; Spinal muscular atrophy-2, 253550 (3), Autosomal recessive; Spinal muscular atrophy-3, 253400 (3), Autosomal recessive; Spinal muscular atrophy-4, 271150 (3), Autosomal recessive",",1.24,0.48,0.48,0.48,0.48,1,0.36",",1.26,0,0,0,0,1.51,0.4",,
ENSG00000172458,13,25.545,"[19.14, 31.95]",50,32.185,"[4.37, 60.0]",50,52.71,IL17D,607587,IL17D,Interleukin 17D,IL17D,53342,ENSG00000172458,?associated with Hodgkin lymphoma,,",19.14",",4.37",,
ENSG00000172650,10,23.185,"[22.48, 14.86, 13.46, 18.97, 24.81, 27.5, 29.68, 33.72]",37.5,31.395,"[27.63, 15.32, 1.66, 9.88, 39.42, 20.2, 43.26, 93.79]",37.5,41.99,AGAP5,,,,,,,,,",14.86,13.46,18.97",",15.32,1.66,9.88",,
ENSG00000172785,9,22.57333333,"[33.07, 24.82, 13.43, 22.32, 13.91, 21.59, 16.37, 31.7, 25.08, 24.32, 26.94, 32.14, 17.77, 18.21, 16.93]",40,32.716,"[80.88, 22.89, 5.01, 2.96, 7.56, 29.62, 3.04, 62.83, 21.87, 24.16, 65.12, 82.53, 28.84, 12.56, 40.87]",33.33333333,36.5,CBWD1,611078,CBWD1,Cobalamin synthetase W domain-containing protein 1,CBWD1,55871,ENSG00000172785,,,",13.43,13.91,16.37,17.77,18.21,16.93",",5.01,2.96,7.56,3.04,12.56",,
ENSG00000172967,22,26.82333333,"[13.55, 32.83, 34.09]",33.33333333,57.17333333,"[18.57, 85.59, 67.36]",33.33333333,35.87,XKR3,611674,"XKR3, XTES, XRG3","X Kell blood group precursor-related family, member 3",XKR3,150165,ENSG00000172967,,,",13.55",",18.57",,
ENSG00000172969,3,3.2925,"[3.32, 3.29, 3.28, 3.28]",100,0.06,"[0.01, 0.16, 0.0, 0.07]",100,44.34,FRG2C,,,,,,,,,",3.32,3.29,3.28,3.28",",0.01,0.16,0,0.07",,
ENSG00000173678,7,14.05428571,"[52.47, 16.85, 20.18, 3.86, 4.47, 0.3, 0.25]",71.42857143,1.768571429,"[0.0, 0.83, 1.11, 10.11, 0.33, 0.0, 0.0]",100,51.29,SPDYE2B,,,,,,,,,",16.85,3.86,4.47,0.3,0.25",",0,0.83,1.11,10.11,0.33,0,0",,
ENSG00000174194,10,3.16,"[6.78, 1.84, 2.65, 2.35, 1.8, 3.31, 3.39]",100,3.077142857,"[14.5, 1.85, 0.3, 0.0, 0.02, 1.81, 3.06]",100,39.4,AGAP8,,,,,,,,,",6.78,1.84,2.65,2.35,1.8,3.31,3.39",",14.5,1.85,0.3,0,0.02,1.81,3.06",,
ENSG00000174196,10,19.46666667,"[22.66, 21.1, 14.64]",33.33333333,0.086666667,"[0.06, 0.2, 0.0]",100,42.81,FAM21D,,,,,,,,,",14.64",",0.06,0.2,0",,
ENSG00000174374,7,14.12272727,"[1.34, 11.52, 19.04, 2.28, 3.24, 2.87, 4.21, 15.37, 31.42, 33.48, 30.58]",72.72727273,21.52909091,"[0.02, 13.46, 66.35, 0.0, 2.26, 0.01, 5.53, 14.14, 56.32, 69.54, 9.19]",72.72727273,50.84,WBSCR16,,,,,,,,,",1.34,11.52,19.04,2.28,3.24,2.87,4.21,15.37",",0.02,13.46,0,2.26,0.01,5.53,14.14,9.19",,
ENSG00000174428,7,11.64266667,"[14.14, 8.2, 14.92, 13.23, 12.21, 11.84, 7.89, 11.64, 23.68, 13.41, 7.68, 8.38, 4.39, 2.75, 20.28]",86.66666667,12.02,"[24.01, 18.91, 23.71, 31.49, 14.82, 0.08, 1.11, 1.56, 12.47, 3.4, 11.39, 0.0, 1.12, 0.0, 36.23]",73.33333333,46.63,GTF2IRD2B,,,,,,,,,",14.14,8.2,14.92,13.23,12.21,11.84,7.89,11.64,13.41,7.68,8.38,4.39,2.75",",18.91,14.82,0.08,1.11,1.56,12.47,3.4,11.39,0,1.12,0",,
ENSG00000174876,1,2.082,"[0.37, 0.37, 0.37, 3.18, 6.48, 2.01, 2.01, 2.01, 2.01, 2.01]",100,3.061,"[0.0, 0.0, 0.0, 6.45, 24.16, 0.0, 0.0, 0.0, 0.0, 0.0]",90,34.59,AMY1B,104701,AMY1B,"Amylase, salivary, alpha-1B",AMY1B,277,ENSG00000174876,,,",0.37,0.37,0.37,3.18,6.48,2.01,2.01,2.01,2.01,2.01",",0,0,0,6.45,0,0,0,0,0",,
